epoch,train_loss,val_loss
1,0.19803766275227813,0.1742493823170662
2,0.15439391549020573,0.14965254157781602
3,0.14730615761795993,0.15227011263370513
4,0.13385156606164575,0.15803854554891586
5,0.1315453376019278,0.14549870029091835
6,0.12445321583641993,0.13478415101766586
7,0.12253439659079216,0.14609984874725343
8,0.11707034684382671,0.13447304040193558
9,0.1124060748323849,0.13001201093196868
10,0.10800048587683521,0.1335701510310173
11,0.10793673100344167,0.1552659860253334
12,0.10280518748835657,0.13387910336256026
13,0.10015360086426067,0.1287301728129387
14,0.09855359225792304,0.13861331343650818
15,0.09661937548312441,0.1367199382185936
16,0.0921271437317211,0.13278847068548202
17,0.08929979171739506,0.1346895682811737
18,0.08660788138723234,0.1377451854944229
19,0.08807498997903136,0.13776034057140352
20,0.08362789520638315,0.12897801131010056
21,0.08199806663474087,0.1353108325600624
22,0.08132327658813805,0.12963247925043106
23,0.07768924101973287,0.12935375973582267
24,0.07900814863410574,0.13645295292139054
25,0.07628301421305765,0.134574314057827
26,0.07561308335524397,0.13926105201244354
27,0.07203738556232624,0.13327995538711548
28,0.07352793137538104,0.1327892291545868
29,0.0735202916560265,0.1416772821545601
30,0.07120960026603698,0.1330558568239212
31,0.07002266475682821,0.1388561087846756
32,0.06859424470408884,0.13534642219543458
33,0.06868962379103469,0.1301635730266571
34,0.06743991383240684,0.14052981227636338
35,0.06612219977375064,0.14523559749126436
36,0.06556749940358664,0.13447583854198455
37,0.06568147327971585,0.13656548023223877
38,0.06572439498805327,0.13972537964582443
39,0.06570860070719442,0.14054198145866395
40,0.06255659932952577,0.13565267443656923
41,0.06414669211420682,0.14187292724847794
42,0.06429409626530161,0.14039637356996537
43,0.061684045391488855,0.13210808277130126
44,0.06176042277402848,0.13437795147299766
45,0.06070274936057283,0.14855452090501786
46,0.06125723956968544,0.13610603258013726
47,0.06019769073236888,0.1325757971405983
48,0.0610005126891039,0.1501659594476223
49,0.057989377791039694,0.13856894493103028
50,0.06033083329355487,0.14489771902561188
